Q,lag_support_rotations,lag_line_strokes,signed_overlap,line_overlap_absolute
522.25,0.09027777777777778,0.40372670807453415,0.2964952548103309,0.2964952548103309
522.25,0.09166666666666666,0.4099378881987577,0.27802970838613233,0.27802970838613233
522.25,0.09305555555555556,0.4161490683229814,0.25946562647205296,0.25946562647205296
522.25,0.09444444444444444,0.42236024844720493,0.24080968786549317,0.24080968786549317
522.25,0.09583333333333334,0.4285714285714286,0.22206857618710057,0.22206857618710057
522.25,0.09722222222222222,0.43478260869565216,0.20324898663342741,0.2057194550965185
522.25,0.09861111111111111,0.4409937888198757,0.18435763245569387,0.19282155907873186
522.25,0.1,0.4472049689440994,0.16540123803871443,0.1819323510211578
522.25,0.10138888888888889,0.45341614906832295,0.14638653407870378,0.17265338989607695
522.25,0.10277777777777777,0.45962732919254656,0.12732024827957744,0.164775602408485
522.25,0.10416666666666667,0.4658385093167702,0.1082091269307568,0.15816953153041796
522.25,0.10555555555555556,0.4720496894409938,0.08905992292930472,0.1527472255342652
522.25,0.10694444444444444,0.47826086956521735,0.06987939411066674,0.14844494798970265
522.25,0.10833333333333334,0.48447204968944096,0.05067428960800859,0.14521845808750844
522.25,0.10972222222222222,0.4906832298136646,0.031451370586592746,0.14303785547223272
522.25,0.1111111111111111,0.49689440993788814,0.012217403974436365,0.14188401666490344
522.25,0.1125,0.5031055900621118,-0.007020842450167554,0.14174726469804885
522.25,0.11388888888888889,0.5093167701863354,-0.02625660700141965,0.14262646647733263
522.25,0.11527777777777778,0.515527950310559,-0.045483131400627846,0.1445291793774403
522.25,0.11666666666666667,0.5217391304347826,-0.06469364783524177,0.14747191085272252
522.25,0.11805555555555555,0.5279503105590062,-0.0838813916231166,0.15148162457675463
522.25,0.11944444444444445,0.5341614906832298,-0.103039602817984,0.15659798948505024
522.25,0.12083333333333333,0.5403726708074534,-0.12216153886819431,0.16287725239437012
522.25,0.12222222222222222,0.5465838509316769,-0.1412404457531998,0.17039944775038485
522.25,0.12361111111111112,0.5527950310559007,-0.1602695751402439,0.17928145986488186
522.25,0.125,0.5590062111801242,-0.1792421876072691,0.1897057109349657
522.25,0.12638888888888888,0.5652173913043478,-0.19815156024619968,0.20199803514054487
522.25,0.12777777777777777,0.5714285714285714,-0.2169909742326642,0.21704124665632538
522.25,0.12916666666666668,0.577639751552795,-0.23575371236285408,0.23575371236285408
522.25,0.13055555555555556,0.5838509316770186,-0.25443307091108924,0.25443307091108924
522.25,0.13194444444444445,0.5900621118012422,-0.2730223615581442,0.2730223615581442
522.25,0.13333333333333333,0.5962732919254659,-0.2915149203160354,0.2915149203160354
522.25,0.13472222222222222,0.6024844720496894,-0.309904078525586,0.309904078525586
522.25,0.1361111111111111,0.608695652173913,-0.3281831863169682,0.3281831863169682
522.25,0.1375,0.6149068322981367,-0.3463456145757989,0.3463456145757989
522.25,0.1388888888888889,0.6211180124223602,-0.36438476210512266,0.36438476210512266
522.25,0.14027777777777778,0.6273291925465838,-0.38229403761638786,0.38229403761638786
522.25,0.14166666666666666,0.6335403726708074,-0.400066867351901,0.400066867351901
522.25,0.14305555555555555,0.639751552795031,-0.41769670446610857,0.41769670446610857
522.25,0.14444444444444443,0.6459627329192545,-0.43517703158650317,0.43517703158650317
522.25,0.14583333333333334,0.6521739130434783,-0.4525013656171422,0.4525013656171422
